SpecName	accGenus	accSpecies	PalmTribe	PalmSubfamily	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness
Mauritia flexuosa	Mauritia	flexuosa	Lepidocaryeae	Calamoideae	0	0	1	1	0	1	35	175	canopy	20	2.5	3	2.75	7	4	6	5			large	globose	orange-reddish to brown-reddish	"orange; brown"	conspicuous
Mauritiella aculeata	Mauritiella	aculeata	Lepidocaryeae	Calamoideae	0	0	1	0	1	0	8	10	canopy	9	1.5	1.5	2.1	4.5			3.75	3	4.5	large	ovoid	reddish brown	brown	cryptic
Mauritiella armata	Mauritiella	armata	Lepidocaryeae	Calamoideae	0	0	1	0	1	0	25	30	canopy	10	1.5	1	3.25	3	2.5	3.5	2.5	2	3	small	globose	reddish brown	brown	cryptic
Mauritiella macroclada	Mauritiella	macroclada	Lepidocaryeae	Calamoideae	0	0	1	2	1	0	10	15	canopy	12	1.25	1.5	2.85	2.25	2	2.5	1.9	1.8	2	small	globose	reddish brown	brown	cryptic
Mauritiella pumila	Mauritiella	pumila	Lepidocaryeae	Calamoideae	0	0	1	0	1	0																		
Maxburretia furtadoana	Maxburretia	furtadoana	Trachycarpeae	Coryphoideae	0	0	1	0	0	0	3	5	understorey	12	0.75	0.75	0.75	0.95	0.9	1	0.6	0.5	0.7	small	globose	"yellowish brown; yellow-orange when soft ripe; agering black"	"yellow; orange; black"	conspicuous
Maxburretia gracilis	Maxburretia	gracilis	Trachycarpeae	Coryphoideae	0	0	1	2	0	0	7	8	canopy		0.85		0.5	1			0.5			small	globose	brown	brown	cryptic
Maxburretia rupicola	Maxburretia	rupicola	Trachycarpeae	Coryphoideae	0	0	1	2	0	0	1.5	20	understorey	60	1.25		0.8								ovoid			
Medemia argun	Medemia	argun	Borasseae	Coryphoideae	0	0	1	1	0	0	10	40	canopy	50	1.9			4.5	3	6	3	2	4	large	ovoid	brownish-violet	purple	cryptic
Metroxylon amicarum	Metroxylon	amicarum	Calameae	Calamoideae	0	0	1	2	0	1	33	150	canopy		9			12.5	10	15	12.5	10	15	large		"brown; scaly"	brown	cryptic
Metroxylon paulcoxii	Metroxylon	paulcoxii	Calameae	Calamoideae	0	0	1	1	0	1								6.75	6.5	7	5.7	5.4	6	large	globose	green to golden-yellow brown	"green; brown"	cryptic
Metroxylon sagu	Metroxylon	sagu	Calameae	Calamoideae	0	0	1	2	0	1	20	60	canopy	15	10.25	10		10	7	13	10	8	12	large	globose	green to brownish	green	cryptic
Metroxylon salomonense	Metroxylon	salomonense	Calameae	Calamoideae	0	0	1	1	0	1	20	55	canopy		11		0.33	9	4	12	6.5	3.5	9	large	globose	green	green	cryptic
Metroxylon upoluense	Metroxylon	upoluense	Calameae	Calamoideae	0	0	1		0	1															ovoid	greenish-brown	brown	cryptic
Metroxylon vitiense	Metroxylon	vitiense	Calameae	Calamoideae	0	0	1	1	0	1	16	50	canopy		5	4.5	0.55	7			5			large	ovoid	yellow-brown scales	brown	cryptic
Metroxylon warburgii	Metroxylon	warburgii	Calameae	Calamoideae	0	0	1	1	0	1	12	43	canopy		3			9.5	7	12	7.5	6	9	large		red-brown scales	brown	cryptic
Myrialepis paradoxa	Myrialepis	paradoxa	Calameae	Calamoideae	1	0	0	0	0	1	45	7	canopy		5	4.8	0.22	2.5			3			small	globose	greenish	green	cryptic
Nannorrhops ritchieana	Nannorrhops	ritchieana	Chuniophoeniceae	Coryphoideae	0	2	2	0	0	0	4.5	0.2	understorey	40	1.2			1.3			1.3			small	ellipsoid	brownish orange	orange	conspicuous
Nenga banaensis	Nenga	banaensis	Areceae	Arecoideae	0	0	1	1	0	0	6	3.5	canopy	9	1.5		0.48	1.4			1			small	globose	"red upper half; green below"	"red; green"	conspicuous
Nenga gajah	Nenga	gajah	Areceae	Arecoideae	0	0	1	1	0	0	2	15	understorey	10	4			6.5	5	8	2	1.5	2.5	large	globose	dark purplish-brown	brown	cryptic
Nenga grandiflora	Nenga	grandiflora	Areceae	Arecoideae	0	0	1	1	0	0	2	8	understorey	8				4.6	3.8	5.4	1.75	1.5	2	large	globose	deep red then purplish-black	"red; black"	conspicuous
Nenga macrocarpa	Nenga	macrocarpa	Areceae	Arecoideae	0	0	1	2	0	0	6	7	canopy	7	2	2		3.5	3	4	1.65	1.3	2	small		purple-black	"purple; black"	cryptic
Nenga pumila	Nenga	pumila	Areceae	Arecoideae	0	0	1	0	0	0	7	7	canopy	7	3	2		2.5	2	3	1.25	1	1.5	small		orange-red	"orange; red"	conspicuous
Neonicholsonia watsonii	Neonicholsonia	watsonii	Euterpeae	Arecoideae	0	1	0	1	0	0	1	13	understorey	9	2.2	1.2		0.95	0.9	1	0.55	0.5	0.6	small	ovoid	black	black	cryptic
Neoveitchia brunnea	Neoveitchia	brunnea	Areceae	Arecoideae	0	0	1	1	0	0								6.5	6	7				large	globose	dark red	red	conspicuous
Neoveitchia storckii	Neoveitchia	storckii	Areceae	Arecoideae	0	0	1	1	0	0	20	25	canopy	15	5			5			2.6			large		dull red	red	conspicuous
Nephrosperma van-houtteanum	Nephrosperma	van-houtteanum	Areceae	Arecoideae	0	0	1	1	0	1	13	15	canopy	15	2.2		0.22	1.2			1.4			small	ovoid	"red; dispersed by birds"	red	conspicuous
Normanbya normanbyi	Normanbya	normanbyi	Areceae	Arecoideae	0	0	1	1	0	0	30	25	canopy	10	2.5	2.2	0.33	4.25	3.5	5	3.2	2.5	3.9	large	ovoid	pink to scarlet-brown	"pink; brown"	conspicuous
Nypa fruticans	Nypa	fruticans	Nypoideae	Nypoideae	0	0	1	2	0	0	0	60	understorey	15	10.2	9	1.25	11.5	8	15	6	2	10	large	ovoid	brown	brown	cryptic
Oenocarpus andersonii	Oenocarpus	andersonii	Euterpeae	Arecoideae	0	0	1		0	0															ovoid			
Oenocarpus bacaba	Oenocarpus	bacaba	Euterpeae	Arecoideae	0	0	1	1	0	0	20	30	canopy	15	7.9	5.6	2.4	1.4	1.3	1.5	1.4	1.3	1.5	small	globose	dark purple-black	"purple; black"	cryptic
Oenocarpus balickii	Oenocarpus	balickii	Euterpeae	Arecoideae	0	0	1	1	0	0	14	12	canopy	11	4.15	4	0.17	1.65	1.5	1.8	1.25	1	1.5	small	globose	purple-black	"purple; black"	cryptic
Oenocarpus bataua	Oenocarpus	bataua	Euterpeae	Arecoideae	0	0	1	1	0	0	26	45	canopy	20	13.5	11	2.6	3.5	2.5	4.5	2.35	2.2	2.5	small	globose	dark purple-black	"purple; black"	cryptic
Oenocarpus circumtextus	Oenocarpus	circumtextus	Euterpeae	Arecoideae	0	0	1	1	0	0	6	8	canopy	8	2.75	2	0.8	1.7	1.6	2	1			small	ovoid	purple-black	"purple; black"	cryptic
Oenocarpus distichus	Oenocarpus	distichus	Euterpeae	Arecoideae	0	0	1	1	0	0	10.2	26	canopy	13	5.5	5.39	0.13	1.9	1.8	2	1.6	1.5	1.7	small	ovoid	purple-black	"purple; black"	cryptic
Oenocarpus makeru	Oenocarpus	makeru	Euterpeae	Arecoideae	0	0	1	1	0	0	8	8	canopy	12	2.75	2.5	0.28	2.4	2.2	2.6	1.55	1.4	1.7	small		purple-black	"purple; black"	cryptic
Oenocarpus mapora	Oenocarpus	mapora	Euterpeae	Arecoideae	0	0	1	0	0	0	15	20	canopy	8	6.7	5	1.8	2.5	2	3	2	1.5	2.5	small	ovoid	purple-black	"purple; black"	cryptic
Oenocarpus minor	Oenocarpus	minor	Euterpeae	Arecoideae	0	0	1	2	0	0	10	7	canopy	13	4.55	4	0.6	1.75	1.5	2	1.4	1.3	1.5	small	globose	purple-black	"purple; black"	cryptic
Oenocarpus simplex	Oenocarpus	simplex	Euterpeae	Arecoideae	0	0	1	0	0	0	4	1.8	understorey	8	1.18	0.9	0.31	2.45	2.2	2.7	1.35	1.3	1.4	small	ovoid	purple-black	"purple; black"	cryptic
Oncocalamus djodu	Oncocalamus	djodu	Lepidocaryeae	Calamoideae	1	0	0	0	0	1			canopy					1.8			1.8			small	ovoid			
Oncocalamus macrospathus	Oncocalamus	macrospathus	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	35	4	canopy		2	2		1.9	1.8	2	1.9	1.8	2	small	ovoid	"red; shiny"	red	conspicuous
Oncocalamus mannii	Oncocalamus	mannii	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	30	2.8	canopy		2			2	1.8	2.2	1.8	1.6	2	small		orange-red turning brown with age	"orange; red; brown"	conspicuous
Oncocalamus tuleyi	Oncocalamus	tuleyi	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	30	4.5	canopy		3.5		0.05	2	1.9	2.1	1.7	1.6	1.8	small	ovoid	"red; shiny"	red	conspicuous
Oncocalamus wrightianus	Oncocalamus	wrightianus	Lepidocaryeae	Calamoideae	1	0	0	0	0	1	10	1.5	canopy		0.6											light-yellow	yellow	conspicuous
Oncosperma fasciculatum	Oncosperma	fasciculatum	Areceae	Arecoideae	0	0	1	0	1	1	20	15	canopy		3	3		1.2			1.2			small	globose	purple-black	"purple; black"	cryptic
Oncosperma gracilipes	Oncosperma	gracilipes	Areceae	Arecoideae	0	0	1	0	1	1	10	4	canopy					1.2			1.2			small	globose	black?	black	cryptic
Oncosperma horridum	Oncosperma	horridum	Areceae	Arecoideae	0	0	1	0	1	1	25	25	canopy	25	6	4	2.1	1.7	1.5	2	1.7	1.5	2	small	ovoid	brown to black	"brown; black"	cryptic
Oncosperma platyphyllum	Oncosperma	platyphyllum	Areceae	Arecoideae	0	0	1	0	1	1	8		canopy												globose			
Oncosperma tigillarium	Oncosperma	tigillarium	Areceae	Arecoideae	0	0	1	0	1	1	30	15	canopy	35	3.5	3.5		1.1	1	1.2	1			small	ovoid	"purple-black; purple"	"purple; black"	cryptic
Orania archboldiana	Orania	archboldiana	Oranieae	Arecoideae	0	0	1	1	0	0	15	10	canopy	10	3.15	2.25		3.5			3.6			small	ovoid	green to red	"green; red"	conspicuous
Orania bakeri	Orania	bakeri	Oranieae	Arecoideae	0	0	1	1	0	0								3.85	3.8	3.9				small		dark brown	brown	cryptic
Orania dafonsoroensis	Orania	dafonsoroensis	Oranieae	Arecoideae	0	0	1	1	0	0								4.25	4	4.5	4.25	4	4.5	large		"bright yellow; orange"	"yellow; orange"	conspicuous
Orania decipiens	Orania	decipiens	Oranieae	Arecoideae	0	0	1	1	0	0	8	24	canopy		5	4.3	0.75	3.7	3.2	4.2	3.7	3.2	4.2	small	elongate	yellowish green	green	cryptic
Orania deflexa	Orania	deflexa	Oranieae	Arecoideae	0	0	1	1	0	0	10	20	canopy	11	3.3		0.9											
Orania disticha	Orania	disticha	Oranieae	Arecoideae	0	0	1	1	0	0	20	23	canopy	12	4.3	3	1.35	5.75	5.5	6	5.75	5.5	6	large	elongate	orange	orange	conspicuous
Orania ferruginea	Orania	ferruginea	Oranieae	Arecoideae	0	0	1	1	0	0								3.75	3.5	4	3.75	3.5	4	small		yellow	yellow	conspicuous
Orania gagavu	Orania	gagavu	Oranieae	Arecoideae	0	0	1	1	0	0	7	25	canopy		4	3		0.9			0.9			small	globose			
Orania glauca	Orania	glauca	Oranieae	Arecoideae	0	0	1	1	0	0								4.15			4.15	3.3	5	large	globose	orange	orange	conspicuous
Orania grandiflora	Orania	grandiflora	Oranieae	Arecoideae	0	0	1	1	0	0								4.9	4.8	5	4.9	4.8	5	large		orange or reddish orange	orange	conspicuous
Orania lauterbachiana	Orania	lauterbachiana	Oranieae	Arecoideae	0	0	1	1	0	0	20	32	canopy	10	5.1	3.9	1.25	3.75	2.5	5	3.75	2.5	5	small	globose	reddish orange	orange	conspicuous
Orania littoralis	Orania	littoralis	Oranieae	Arecoideae	0	0	1	1	0	0								4.75	4.5	5	4.75	4.5	5	large		orange to red	"orange; red"	conspicuous
Orania longisquama	Orania	longisquama	Oranieae	Arecoideae	0	0	1	1	0	0	20	25	canopy	15	3.2	2	1.25	4.75	4	5.5	3.75	3	4.5	large	ovoid	green	green	cryptic
Orania longistaminodia	Orania	longistaminodia	Oranieae	Arecoideae	0	0	1	1	0	0								5.9	4.8	7	5.9	4.8	7	large		bright orange	orange	conspicuous
Orania macropetala	Orania	macropetala	Oranieae	Arecoideae	0	0	1	1	0	0	20	20	canopy	12	5	4		6			6			large	ovoid			
Orania micrantha	Orania	micrantha	Oranieae	Arecoideae	0	0	1	1	0	0								2.8			2.8			small				
Orania oreophila	Orania	oreophila	Oranieae	Arecoideae	0	0	1	1	0	0		5		6	3.1	1.7	1.45	3.75	3	4.5	3.75	3	4.5	small				
Orania palindan	Orania	palindan	Oranieae	Arecoideae	0	0	1	1	0	0	30	40	canopy	15	3.5	2	1.55	5.4	3.3	7.5	5.25	3	7.5	large	ovoid	"yellowish green to bright yellow; smooth"	"green; yellow"	conspicuous
Orania paraguanensis	Orania	paraguanensis	Oranieae	Arecoideae	0	0	1	1	0	0	20	30	canopy		4			4.3	3.6	5	4.3	3.6	5	large	globose	yellowish green	green	cryptic
Orania parva	Orania	parva	Oranieae	Arecoideae	0	0	1	1	0	0	4	8	understorey		2.04			1.3			1.3			small	globose			
Orania ravaka	Orania	ravaka	Oranieae	Arecoideae	0	0	1	1	0	0	20	20	canopy	8	4.5	3.21	1.34	6.2	5	7.4	3.5	4	5	large	ovoid	yellow or pale brown	"yellow; brown"	conspicuous
Orania regalis	Orania	regalis	Oranieae	Arecoideae	0	0	1	1	0	0	11	25	canopy	10	4.2			6.25	4.5	8	6.25	4.5	8	large		bright reddish orange 	orange	conspicuous
Orania subdisticha	Orania	subdisticha	Oranieae	Arecoideae	0	0	1	1	0	0								4			4			large		red	red	conspicuous
Orania sylvicola	Orania	sylvicola	Oranieae	Arecoideae	0	0	1	1	0	0	20	25	canopy	20	4.5	3.5		4.5	4	5	3.75	3.5	5	large	globose	"yellowish brown; greenish yellow to yellow"	"brown; yellow"	cryptic
Orania tabubilensis	Orania	tabubilensis	Oranieae	Arecoideae	0	0	1	1	0	0								2			2			small		orange?	orange	conspicuous
Orania timikae	Orania	timikae	Oranieae	Arecoideae	0	0	1	1	0	0	4	10	understorey	6	3													
Orania trispatha	Orania	trispatha	Oranieae	Arecoideae	0	0	1	1	0	0	22	35	canopy	12	5	2.4	2.7	6.5	5	8	6.5	5	8	large	globose	green	green	cryptic
Orania zonae	Orania	zonae	Oranieae	Arecoideae	0	0	1	1	0	0								4			4			large		red	red	conspicuous
Oraniopsis appendiculata	Oraniopsis	appendiculata	Ceroxyleae	Ceroxyloideae	0	0	1	1	0	0	20	45	canopy	15	6	5		3.4			3			small		yellow-orange	"yellow; orange"	conspicuous
Parajubaea cocoides	Parajubaea	cocoides	Cocoseae	Arecoideae	0	0	1	1	0	0	16	45	canopy	30	4	2.8	1.25	4.75	4	5.5	3.4	2.8	4	large		greenish brown	brown	cryptic
Parajubaea sunkha	Parajubaea	sunkha	Cocoseae	Arecoideae	0	0	1	1	0	0	14	50	canopy	26	3	2.5	0.55	3.5			2.75	2.5	3	small	globose			
Parajubaea torallyi	Parajubaea	torallyi	Cocoseae	Arecoideae	0	0	1	1	0	0	15	35	canopy	25	4.08	2.38	1.8	5.25	3	7.5	3.5	2	5	large	ovoid	greenish brown	brown	cryptic
Pelagodoxa henryana	Pelagodoxa	henryana	Pelagodoxeae	Arecoideae	0	0	1	1	0	0	11	15	canopy	15	3.5	3.28	1.55	12.5			8.5	2	15	large	globose	"tan; corky; warty"	brown	cryptic
Phoenicophorium borsigianum	Phoenicophorium	borsigianum	Areceae	Arecoideae	0	0	1	1	1	1	15		canopy		2			1.15	0.8	1.5	0.75			small	ovoid	orange	orange	conspicuous
Phoenix acaulis	Phoenix	acaulis	Phoeniceae	Coryphoideae	0	1	0	1	0	1	0.5		understorey		2	1.5	0.55	2	1.2		0.8			small	globose	blue-black	"blue; black"	cryptic
Phoenix andamanensis	Phoenix	andamanensis	Phoeniceae	Coryphoideae	0	0	1	1	0	1	5	15	understorey		2.4			1.9			1			small		dark brown	brown	cryptic
Phoenix atlantica	Phoenix	atlantica	Phoeniceae	Coryphoideae	0	0	1	2	0	1	15	150	canopy		3			2			1			small		pink	pink	conspicuous
Phoenix caespitosa	Phoenix	caespitosa	Phoeniceae	Coryphoideae	0	1	0	0	0	1	0	0	understorey		3	4.8	1.25	1.3	1	1.6	1	0.8	1.2	small	ovoid	ripening deep orange to purplish-brown	"orange; brown"	conspicuous
Phoenix canariensis	Phoenix	canariensis	Phoeniceae	Coryphoideae	0	0	1	1	0	1	20	120	canopy	55	7			1.75	1.5	2	1.2			small	globose	ripening from yellow-green to golden-yellow	yellow	conspicuous
Phoenix dactylifera	Phoenix	dactylifera	Phoeniceae	Coryphoideae	0	0	1	2	0	1	30	60	canopy	50	5	4.5	0.55	7	4	7	3	2	3	large		"varying from yellow to orangey brown; to deep chestnut or almost black"	"yellow; brown; black"	conspicuous
Phoenix loureiroi	Phoenix	loureiroi	Phoeniceae	Coryphoideae	0	0	1	2	0	1	5	40	understorey	50	2	1.8	0.22	2.15	1.8	2.5	1.2	0.9	1.5	small		"black; blue-black; or dark purple; dar burgundy to black"	"black; blue; purple"	cryptic
Phoenix paludosa	Phoenix	paludosa	Phoeniceae	Coryphoideae	0	0	1	0	0	1	8	7	canopy	20	3	2		1.65	1.3	2	0.9	0.8	1	small		"blue-black; dark purple to black"	"blue; black; purple"	cryptic
Phoenix pusilla	Phoenix	pusilla	Phoeniceae	Coryphoideae	0	0	1	2	0	1	6	30	canopy		3	2.3	0.75	1.5	1.3	1.8	0.8	0.6	0.8	small	ovoid	red ripening black	black	cryptic
Phoenix reclinata	Phoenix	reclinata	Phoeniceae	Coryphoideae	0	0	1	2	0	1	15	30	canopy	40	4.5	4.2	0.33	1.9	1.8	2	1.1	0.9	1.3	small	globose	from pale yellow to orange or dull red	"yellow; orange; red"	conspicuous
Phoenix roebelenii	Phoenix	roebelenii	Phoeniceae	Coryphoideae	0	0	1	2	0	1	3.1	14	understorey		2	1.5	0.55	1.8			0.7			small	ovoid	orange-brown	brown	cryptic
Phoenix rupicola	Phoenix	rupicola	Phoeniceae	Coryphoideae	0	0	1	1	0	1	6.1	25	canopy		3.1			1.9			0.8			small		reddish-brown	brown	cryptic
Phoenix sylvestris	Phoenix	sylvestris	Phoeniceae	Coryphoideae	0	0	1	1	0	1	20	100	canopy	50	4	3.5	0.55	2.5	1.5	2.5	1.2			small	globose	orange-yellow	"orange; yellow"	conspicuous
Phoenix theophrasti	Phoenix	theophrasti	Phoeniceae	Coryphoideae	0	0	1	0	0	1	17	50	canopy		4	3.5	0.55	1.5			1			small	ovoid	green-yellow to brown	"green; brown"	cryptic
Pholidocarpus ihur	Pholidocarpus	ihur	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	30	40	canopy	25	1.3		2.75	4			3.5			large	ovoid	dull brown	brown	cryptic
Pholidocarpus kingianus	Pholidocarpus	kingianus	Trachycarpeae	Coryphoideae	0	0	1	1	0	1							1.15	8			5.5			large	globose			
Pholidocarpus macrocarpus	Pholidocarpus	macrocarpus	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	40	40	canopy	50	1.1	1	2.75	11.5	10	13	11	10	12	large	globose	dull or dusty brown	brown	cryptic
Pholidocarpus majadum	Pholidocarpus	majadum	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	15	30	canopy		1		2.4	7.75	4.5	11	7.5	4	11	large		"warty; corky; brown"	brown	cryptic
Pholidocarpus mucronatus	Pholidocarpus	mucronatus	Trachycarpeae	Coryphoideae	0	0	1	1	0	1															globose			
Pholidocarpus sumatranus	Pholidocarpus	sumatranus	Trachycarpeae	Coryphoideae	0	0	1	1	0	1	15		canopy		1	1	2.75	7.5			7.5			large	ovoid	corky brown	brown	cryptic
Pholidostachys amazonensis	Pholidostachys	amazonensis	Geonomateae	Arecoideae	0	0	1	1	0	0						0.42												
Pholidostachys dactyloides	Pholidostachys	dactyloides	Geonomateae	Arecoideae	0	0	1	1	0	0	10	12	canopy	25	3.53	2.31	1.27	1.215	0.8	1.63	0.792692308	0.58	1.15	small		yellow to orange	"yellow; orange"	conspicuous
Pholidostachys kalbreyeri	Pholidostachys	kalbreyeri	Geonomateae	Arecoideae	0	0	1	1	0	0	6.6	12	canopy	23	2.8	1.6	1.25	2.23	1.15	2.92	1.11	0.66	1.46	small	elongate	brown	brown	cryptic
Pholidostachys occidentalis	Pholidostachys	occidentalis	Geonomateae	Arecoideae	0	0	1	1	0	0	11	15	canopy	20		2.34	0.6	1.7	1.62	1.8	0.93	0.85	0.98	small		brown	brown	cryptic
Pholidostachys panamensis	Pholidostachys	panamensis	Geonomateae	Arecoideae	0	0	1	1	0	0	3	11	understorey	19		1.55	1.5	2.86	2.25	3.21	2.08	1.81	2.45	small		brown	brown	cryptic
Pholidostachys pulchra	Pholidostachys	pulchra	Geonomateae	Arecoideae	0	0	1	2	0	0	9	8	canopy	23	3.06	1.56	1.55	2.23	1.15	2.92	1.108679245	0.66	1.46	small	ovoid	red to black	"red; black"	conspicuous
Pholidostachys sanluisensis	Pholidostachys	sanluisensis	Geonomateae	Arecoideae	0	0	1	1	0	0	5	4	understorey	15		0.92	1	1.98	1.96	1.99	1.03	0.98	1.07	small	ellipsoid			
Pholidostachys synanthera	Pholidostachys	synanthera	Geonomateae	Arecoideae	0	0	1	1	0	0	12	22	canopy	27	2.6	1.24	1.41	1.385	1	1.77	0.84	0.61	1.05	small	ovoid	black	black	cryptic
Physokentia avia	Physokentia	avia	Areceae	Arecoideae	0	0	1	1	0	0																		
Physokentia dennisii	Physokentia	dennisii	Areceae	Arecoideae	0	0	1	1	0	0	10.5		canopy		1.82	1.8	0.02	1.5			1.1			small		orange-red	"orange; red"	conspicuous
Physokentia insolita	Physokentia	insolita	Areceae	Arecoideae	0	0	1	1	0	0	15	17.5	canopy	8	2.175	1.8	0.43	1.2	1.1	1.3	1.2	1	1.3	small		red	red	conspicuous
Physokentia petiolata	Physokentia	petiolata	Areceae	Arecoideae	0	0	1	1	0	0	8	10	canopy	10	2	1.78	0.24	2			1.65	1.3	2	small	globose	dark red	red	conspicuous
Physokentia tete	Physokentia	tete	Areceae	Arecoideae	0	0	1	1	0	0	4.5	7	understorey		0.6			2.55	2.5	2.6	2.05	1.8	2.3	small		black	black	cryptic
Physokentia thurstonii	Physokentia	thurstonii	Areceae	Arecoideae	0	0	1	1	0	0	7	10	canopy	10	0.95	0.55	0.45	2.5			2.1			small		black	black	cryptic
Physokentia whitmorei	Physokentia	whitmorei	Areceae	Arecoideae	0	0	1	1	0	0	6		canopy	6	0.9			2.3			2			small	globose	olive to black	"green; black"	cryptic
Phytelephas aequatorialis	Phytelephas	aequatorialis	Phytelepheae	Ceroxyloideae	0	0	1	1	0	0	15	30	canopy	25	8			7.5						large	globose	"brown orange; horned husk"	brown	cryptic
Phytelephas macrocarpa	Phytelephas	macrocarpa	Phytelepheae	Ceroxyloideae	0	2	2	1	0	0	2	30	understorey	20	8.5	7	1.55	13	10	16	15.5	13	18	large	globose	"yellowish-orange; brown"	"orange; brown"	conspicuous
Phytelephas schottii	Phytelephas	schottii	Phytelepheae	Ceroxyloideae	0	0	1	1	0	0	0	0	understorey	20	8.34	7.5	0.96									hidden in leaf litter		
Phytelephas seemannii	Phytelephas	seemannii	Phytelepheae	Ceroxyloideae	0	0	1	1	0	0	4	30	understorey	35	6.5	5.5		8	6	10	14	12	16	large	globose	brown	brown	cryptic
Phytelephas tenuicaulis	Phytelephas	tenuicaulis	Phytelepheae	Ceroxyloideae	0	0	1	0	0	0	7	10	canopy	20	7.76	5.5	2.36	7.5	6	9				large	ovoid	brown	brown	cryptic
Phytelephas tumacana	Phytelephas	tumacana	Phytelepheae	Ceroxyloideae	0	0	1	1	0	0	5	20	understorey	15	6	5		7.5	7	8	12.5	10	15	large		brown	brown	cryptic
Pigafetta elata	Pigafetta	elata	Calameae	Calamoideae	0	0	1	1	0	1	40	40	canopy		3		0.75	0.9			0.7			small		light brown scales	brown	cryptic
Pigafetta filaris	Pigafetta	filaris	Calameae	Calamoideae	0	0	1	1	0	1	25	45	canopy	20	6	6		1	0.8	1.2	0.65	0.6	0.7	small	globose	imbricate yellow to orange scales 	"yellow; orange"	conspicuous
Pinanga acaulis	Pinanga	acaulis	Areceae	Arecoideae	0	1	0	1	0	0	0.1	0	understorey		0.9	0.9	0.22	1.2			0.7			small				
Pinanga acuminata	Pinanga	acuminata	Areceae	Arecoideae	0	0	1	0	0	0	5	2	understorey		0.7	0.7		1.5			0.7			small		red	red	conspicuous
Pinanga adangensis	Pinanga	adangensis	Areceae	Arecoideae	0	0	1	0	0	0	8	5	canopy	6	2	2		1.55	1.3	1.8	1.05	0.9	1.2	small	ovoid	purple-black	"purple; black"	cryptic
Pinanga albescens	Pinanga	albescens	Areceae	Arecoideae	0	0	1	2	0	0	1.5	1.5	understorey		0.5		0.22	4.5			5			large	ovoid	"pale yellow; white; green; dark green"	"yellow; white; green"	conspicuous
Pinanga andamanensis	Pinanga	andamanensis	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga angustisecta	Pinanga	angustisecta	Areceae	Arecoideae	0	0	1	1	0	0	3		understorey		2.25			1.7			0.8			small		"red; pale reddish brown"	"red; brown"	conspicuous
Pinanga annamensis	Pinanga	annamensis	Areceae	Arecoideae	0	0	1	0	0	0	5	3.5	understorey	6	1.2	1.2		1.8			1.2			small	ovoid	pink or red	"pink; red"	conspicuous
Pinanga arinasae	Pinanga	arinasae	Areceae	Arecoideae	0	0	1	1	0	0	12	15	canopy	10	3.3	2.15	0.22	1.45	1.2	1.7	1	0.8	1.2	small	ovoid	red blackish	red	conspicuous
Pinanga aristata	Pinanga	aristata	Areceae	Arecoideae	0	0	1	2	0	0	2	2	understorey	7	1.8		0.4	0.8			0.6			small	ovoid	"pale orange; orange-brick red"	"orange; red"	conspicuous
Pinanga arundinacea	Pinanga	arundinacea	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga auriculata	Pinanga	auriculata	Areceae	Arecoideae	0	0	1	1	0	0	4	3	understorey		1	1		1.55	1.1	2	0.85	0.7	1	small	globose	"ripening from white to red to black; burgundy red"	"white; red; black"	conspicuous
Pinanga badia	Pinanga	badia	Areceae	Arecoideae	0	0	1	0	0	0	3	2.5	understorey	6	2.7	1.8		1.7			0.8			small		red or pink	"red; pink"	conspicuous
Pinanga basilanensis	Pinanga	basilanensis	Areceae	Arecoideae	0	0	1	1	0	0	10	20	canopy					1.6			0.8			small	ovoid			
Pinanga batanensis	Pinanga	batanensis	Areceae	Arecoideae	0	0	1	1	0	0	6		canopy		2.5			2.1			1.2			small	globose			
Pinanga baviensis	Pinanga	baviensis	Areceae	Arecoideae	0	0	1	2	0	0	5	2.5	understorey	6	1.33	1	0.38	2.5			1			small		red	red	conspicuous
Pinanga bicolana	Pinanga	bicolana	Areceae	Arecoideae	0	0	1	1	0	0	3	4	understorey	6	1	0.75	0.27	2.2			1.4			small		reddish orange tunring purplish-black	"orange; black"	conspicuous
Pinanga borneensis	Pinanga	borneensis	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga brevipes	Pinanga	brevipes	Areceae	Arecoideae	0	1	0	1	0	0	0.5	5	understorey		3.35		1.4	1			0.8			small	globose	green to rose-pink	"green; pink"	conspicuous
Pinanga brewsteriana	Pinanga	brewsteriana	Areceae	Arecoideae	0	0	1		0	0																		
